student_id,age,sex,course,yr_level,socioeconomic_stat,fam_support,working_stud,scholar,personality_type,TM1,TM2,TM3,TM4,TM5,TM6,TM7,CAP1,CAP2,CAP3,CAP4,GSS1,GSS2,GSS3,GSS4,GSS5,GSS6,GSS7,EP1,EP2,EP3,EP4,EP5,EP6,NT1,NT2,NT3,desktop,laptop,mobile_phone,tablet,wifi,prepaid-wifi,cellular_data,hotspot,vhigh_speed,high_speed,moderate_speed,light_speed,GPA,gpa_range
2020-00487,,F,SW,3,lower middle,yes,no,no,ISTJ,sometimes,sometimes,sometimes,sometimes,always,someyimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,never,always,never,never,always,never,never,never,never,always,never,never,1.8152,Very-Satisfactory
2020-00436,20,F,SW,3,lower middle,yes,no,no,ENTP,never,always,never,never,never,never,always,sometimes,never,always,sometimes,always,never,always,never,never,always,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,always,never,always,sometimes,always,never,always,sometimes,sometimes,always,1.587,Superior
2020-00515,20,F,SW,3,low,yes,no,no,INFJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,always,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,never,never,always,never,never,never,always,sometimes,never,never,always,never,1.587,Superior
2019-01272,22,M,SW,4,low,yes,no,no,ESFJ,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,sometimes,always,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,1.4,Superior
2019-00589,22,F,SW,4,upper middle,yes,no,no,ESTJ,always,always,always,always,always,always,always,always,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,1.3,Superior
2019-01732,22,F,SW,4,lower middle,yes,no,no,ESFP,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,always,sometimes,always,sometimes,always,sometimes,always,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,1.45,Superior
2019-00913,21,F,SW,4,upper middle,yes,no,no,ISTJ,always,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,always,always,always,never,sometimes,sometimes,always,always,sometimes,always,sometimes,never,never,sometimes,sometimes,always,sometimes,never,always,always,never,never,always,always,never,never,always,never,never,1.45,Superior
2019-00869,22,F,SW,4,low,yes,no,no,ENTJ,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,sometimes,always,always,sometimes,always,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,never,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.45,Superior
2021-00381,18,F,SW,2,middle,yes,no,no,INFJ,sometimes,sometimes,always,always,always,always,sometimes,always,sometimes,always,always,always,sometimes,sometimes,always,sometimes,always,always,always,always,sometimes,sometimes,always,sometimes,always,sometimes,always,never,sometimes,always,never,always,never,sometimes,never,always,always,sometimes,never,1.2941,Superior
2021-00481,19,F,SW,2,low,yes,no,no,ENFJ,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,always,always,always,sometimes,always,always,sometimes,sometimes,always,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,always,never,never,never,always,sometimes,sometimes,sometimes,sometimes,1.3088,Superior
2021-01858,20,M,SW,2,low,yes,no,no,INFJ,always,sometimes,sometimes,never,never,sometimes,sometimes,always,always,sometimes,always,always,always,never,sometimes,always,sometimes,always,always,always,sometimes,never,sometimes,never,always,always,always,sometimes,sometimes,sometimes,never,never,never,always,sometimes,never,never,always,never,1.3824,Superior
2021-01854,19,F,SW,2,low,yes,no,no,ISFP,sometimes,sometimes,always,sometimes,always,always,sometimes,always,always,sometimes,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,sometimes,always,always,always,never,never,always,never,sometimes,sometimes,always,sometimes,never,sometimes,always,sometimes,1.4706,Superior
2021-01851,18,F,SW,2,low,yes,no,no,ENTJ,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,always,always,sometimes,sometimes,always,always,always,always,never,sometimes,always,never,always,never,sometimes,sometimes,sometimes,never,always,never,1.4706,Superior
2021-03320,19,M,SW,2,low,yes,no,no,ESTJ,always,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,always,never,never,always,never,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,2.7647,Fairly-Satisfactory
2021-01911,19,F,SW,2,low,yes,no,no,ESFP,sometimes,always,always,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,never,never,sometimes,never,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,sometimes,sometimes,1.7353,Superior
2021-01916,19,F,SW,2,low,yes,no,no,INTP,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,always,sometimes,sometimes,sometimes,never,sometimes,never,always,always,sometimes,never,never,sometimes,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.5147,Superior
2021-05420,19,,SW,2,low,yes,yes,no,INFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,always,sometimes,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,Sometimes,sometimes,sometimes,always,always,always,always,4.0588,Barely-Satisfactory
2021-01873,20,M,SW,2,low,yes,yes,no,ESTJ,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,Sometimes,never,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,always,sometimes,never,always,always,never,always,never,always,never,never,always,never,never,1.4265,Superior
2021-01850,19,F,SW,2,low,yes,no,no,ISFP,sometimes,sometimes,always,never,never,never,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,Sometimes,always,always,always,sometimes,never,always,always,never,sometimes,sometimes,always,never,always,always,never,never,never,always,never,always,sometimes,never,never,1.6029,Superior
2021-00476,21,F,SW,2,lower middle,yes,no,no,ISFP,sometimes,never,always,sometimes,never,never,never,always,sometimes,never,sometimes,sometimes,always,sometimes,always,always,sometimes,always,always,always,sometimes,never,never,sometimes,always,sometimes,sometimes,never,always,sometimes,never,always,sometimes,never,never,Sometimes,sometimes,sometimes,never,1.9559,Very-Satisfactory
2021-01891,19,F,SW,2,low,yes,no,no,ENFJ,sometimes,always,always,sometimes,always,sometimes,sometimes,always,always,always,always,always,always,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,never,always,never,always,sometimes,sometimes,sometimes,1.7647,Very-Satisfactory
2021-01897,19,F,SW,2,low,yes,no,no,ISFP,never,never,always,sometimes,sometimes,never,never,always,always,always,always,sometimes,always,sometimes,never,never,never,always,sometimes,never,never,always,sometimes,never,always,never,never,always,never,always,never,always,always,sometimes,never,always,always,sometimes,never,1.4853,Superior
2021-02472,21,M,SW,2,low,no,no,no,ESFP,never,sometimes,sometimes,always,sometimes,always,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,always,never,always,sometimes,always,sometimes,never,sometimes,never,always,always,never,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.4265,Superior
